chapter,verse,has_sanskrit,has_hindi,has_english,has_bengali,has_audio_sa,has_audio_hi,has_audio_en,has_audio_bn,notes
1,1,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,2,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,3,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,4,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,5,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,6,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,7,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,8,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,9,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,10,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,11,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,12,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,13,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,14,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,15,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,16,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,17,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,18,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,19,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,20,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,21,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,22,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,23,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,24,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,25,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,26,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,27,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,28,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,29,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,30,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,31,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,32,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,33,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,34,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,35,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,36,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,37,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,38,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,39,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,40,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,41,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,42,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,43,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,44,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,45,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,46,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
1,47,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,1,true,true,true,true,true,true,true,true,
2,2,true,true,true,true,true,true,true,true,
2,3,true,true,true,true,true,true,true,true,
2,4,true,true,true,true,true,true,true,true,
2,5,true,true,true,true,true,true,true,true,
2,6,true,true,true,true,true,true,true,true,
2,7,true,true,true,true,true,true,true,true,
2,8,true,true,true,true,true,true,true,true,
2,9,true,true,true,true,true,true,true,true,
2,10,true,true,true,true,true,true,true,true,
2,11,true,true,true,true,true,true,true,true,
2,12,true,true,true,true,true,true,true,true,
2,13,true,true,true,true,true,true,true,true,
2,14,true,true,true,true,true,true,true,true,
2,15,true,true,true,true,true,true,true,true,
2,16,true,true,true,true,true,true,true,true,
2,17,true,true,true,true,true,true,true,true,
2,18,true,true,true,true,true,true,true,true,
2,19,true,true,true,true,true,true,true,true,
2,20,true,true,true,true,true,true,true,true,
2,21,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,22,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,23,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,24,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,25,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,26,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,27,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,28,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,29,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,30,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,31,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,32,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,33,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,34,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,35,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,36,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,37,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,38,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,39,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,40,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,41,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,42,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,43,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,44,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,45,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,46,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,47,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,48,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,49,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,50,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,51,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,52,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,53,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,54,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,55,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,56,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,57,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,58,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,59,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,60,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,61,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,62,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,63,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,64,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,65,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,66,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,67,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,68,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,69,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,70,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
2,71,true,true,true,true,true,true,false,false,missing_audio_en_translation;missing_audio_en_explanation;missing_audio_bn_translation;missing_audio_bn_explanation
